nomem_encr;cv22n_m1;cv22n_m2;cv22n_m3;cv22n160;cv22n242;cv22n001;cv22n002;cv22n003;cv22n166;cv22n006;cv22n167;cv22n168;cv22n008;cv22n009;cv22n010;cv22n011;cv22n012;cv22n013;cv22n014;cv22n015;cv22n016;cv22n017;cv22n018;cv22n019;cv22n020;cv22n021;cv22n022;cv22n023;cv22n024;cv22n025;cv22n026;cv22n027;cv22n028;cv22n029;cv22n030;cv22n031;cv22n032;cv22n033;cv22n034;cv22n035;cv22n036;cv22n037;cv22n038;cv22n039;cv22n040;cv22n041;cv22n042;cv22n043;cv22n044;cv22n045;cv22n046;cv22n047;cv22n048;cv22n049;cv22n050;cv22n051;cv22n052;cv22n053;cv22n307;cv22n208;cv22n243;cv22n308;cv22n210;cv22n245;cv22n246;cv22n251;cv22n248;cv22n250;cv22n249;cv22n247;cv22n253;cv22n304;cv22n255;cv22n252;cv22n321;cv22n322;cv22n254;cv22n257;cv22n256;cv22n323;cv22n324;cv22n260;cv22n259;cv22n261;cv22n262;cv22n263;cv22n065;cv22n066;cv22n067;cv22n068;cv22n069;cv22n070;cv22n071;cv22n072;cv22n073;cv22n075;cv22n211;cv22n216;cv22n213;cv22n215;cv22n214;cv22n212;cv22n218;cv22n305;cv22n220;cv22n217;cv22n325;cv22n326;cv22n219;cv22n264;cv22n221;cv22n327;cv22n328;cv22n222;cv22n318;cv22n224;cv22n317;cv22n225;cv22n329;cv22n240;cv22n306;cv22n315;cv22n267;cv22n331;cv22n332;cv22n230;cv22n320;cv22n330;cv22n333;cv22n334;cv22n199;cv22n309;cv22n234;cv22n205;cv22n200;cv22n310;cv22n236;cv22n098;cv22n311;cv22n238;cv22n101;cv22n102;cv22n103;cv22n104;cv22n105;cv22n106;cv22n107;cv22n108;cv22n109;cv22n110;cv22n111;cv22n112;cv22n113;cv22n114;cv22n115;cv22n116;cv22n117;cv22n118;cv22n119;cv22n120;cv22n121;cv22n122;cv22n123;cv22n124;cv22n125;cv22n126;cv22n127;cv22n128;cv22n129;cv22n130;cv22n131;cv22n132;cv22n133;cv22n134;cv22n139;cv22n140;cv22n141;cv22n142;cv22n143;cv22n144;cv22n145;cv22n146;cv22n147;cv22n148;cv22n151;cv22n152;cv22n153;cv22n154;cv22n274;cv22n275;cv22n276;cv22n277;cv22n278;cv22n289;cv22n290;cv22n291;cv22n292;cv22n279;cv22n280;cv22n281;cv22n282;cv22n283;cv22n293;cv22n294;cv22n295;cv22n296;cv22n284;cv22n285;cv22n286;cv22n287;cv22n288;cv22n297;cv22n298;cv22n299;cv22n300;cv22n301;cv22n302;cv22n303
825048;202112;202201;202202;81;2;1;1;0;1;0;0; ;2;2;2;1;2;1;1;6;9;0;1;0;0;6;8;6;8;8;4;1;7;7;0;2;7;8;0;0;0;0;7;8;8;8;8;4;1;7;7;1;1;1;2;1;1;1;2; ;100; ; ; ;0;0;80;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;3;1;6;4;2;4;2;0;3;3;1;1;2;1;2;2;0;3;2;7;6;5;5;2;0;3;4;1;2;3;1;1;2;0;2; ; ; ;2; ; ;2; ; ;4;4;4;4;5;1;3;4;2;5;5;3;2;4;4;1;2;1;3;5;2;1;5;3;4;3;4;4;4;4;2;2;2;2;5;4;4;3;3;3;2;2;5;5;4;2;2;2;1;5;5;5;5;2021-12-09;15:39:37;2021-12-09;15:44:54;1;5;5;5;5;2022-01-03;15:54:31;2022-01-03;16:00:48;1;5;5;5;5;2022-02-09;15:49:45;2022-02-09;15:54:56;317;377;311
825056;202112;202201;202202;42;1;2;1;1;0;0;0; ;2;1;3;1;3;0;0;0;7;0;0;0;0;6;6;6;8;6;8;8;9;8;0;0;4;6;0;0;0;0;6;6;7;8;5;7;6;7;7;1;1;1;2;1;1;1;18; ;90;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;2; ; ; ;2; ; ;2; ; ;0;5;5;5;5;4;3;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;2;2;4;4;4;4;4;4;1;1;1;1;1;2021-12-07;12:51:02;2021-12-07;12:55:35;1;1;1;1;1;2022-01-03;12:24:46;2022-01-03;12:30:08;1;1;1;1;1;2022-02-07;13:22:37;2022-02-07;13:26:07;273;322;210
825071;202112;202201;202202;30;1;2;1;1;1;0;0; ;1;3;1;2;1;6;7;10;8;6;6;5;6;9;8;9;9;10;5;7;9;6;6;6;10;7;4;6;4;8;9;7;6;6;9;4;5;8;5;2;1;2;1;1;2;1;16; ;100;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0; ;6;8;1;6;3;7;8;0;7;10;10;6;5;4;0;7;6;4;5;1;4;6;7;8;0;7;10;10;6;6;5;5;8;7;1;4; ;2; ; ; ;1;4; ;3;5;3;3;1;1;3;4;5;1;1;5;1;5;5;4;4;3;4;2;4;5;4;3;1;3;5;1;4;5;4;3;5;3;5;4;4;2;1;1;1;1;4;4;2;1;1;1;1;3;3;3;3;2021-12-22;10:55:36;2021-12-22;10:58:49;3;3;3;3;3;2022-01-04;15:10:39;2022-01-04;15:14:43;1;5;5;5;4;2022-02-07;12:05:09;2022-02-07;12:08:46;193;244;217
825091;202112;202201;202202;73;2;1;1;1;1;0;0; ;2;2;1;2;2;4;6;7;6;4;5;6;6;6;7;6;6;7;7;6;7;5;4;5;7;7;4;4;5;5;6;8;7;7;8;7;6;8;6;2;1;2;1;1;2;1;4; ;100; ; ; ; ;90; ; ; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;1;0;0; ;3;8;2;2;6;7;7;0;4;4;6;4;0;2;0;4;0;3;8;3;2;7;8;7;0;6;5;6;5;0;2;0;5;4;2; ; ; ;1;4; ;2; ; ;4;5;4;3;1;3;1;4;5;2;3;4;1;4;4;4;3;4;5;2;3;4;3;1;2;3;5;4;4;4;2;2;2;3;4;4;5;4;2;2;1;1;4;4;2;1;2;1;3;3;3;3;3;2021-12-06;13:06:48;2021-12-06;13:10:58;3;3;3;3;3;2022-01-03;13:55:57;2022-01-03;14:00:02;3;3;3;3;3;2022-02-21;13:03:45;2022-02-21;13:08:43;250;245;298
825094;202112;-9;-9;-9;-9;2;1;0;1;0;0; ;1;4;1;3;1;5;6;6;6;5;5;6;6;6;-9;7;7;7;6;6;6;6;5;5;6;6;6;5;5;6;6;-9;7;7;7;6;6;6;6;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;3;4;3;2021-12-06;21:21:58;2021-12-06;21:27:05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;307; ; 
825115;202112;202201;202203;17;1;2;1;1;0;0;0; ;2;1;3;2;3;7;4;6;6;5;3;6;6;6;8;9;7;8;6;5;8;6;7;4;6;6;5;6;5;6;6;8;8;6;6;5;5;8;7;1;1;1;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;3;2;3;3;1;2;3;3;5;3;2;5;2;3;2;2;3;2;1;1;1;2;2;2;2;2;2;2;1;3;3;2;2;2;2; ; ; ;2; ; ;2; ; ;-9;5;3;-9;4;3;1;4;3;4;4;3;3;3;3;4;4;3;4;4;4;3;2;3;4;4;4;4;4;4;2;2;4;4;4;4;3;3;3;2;1;1;6;4;4;2;3;3;3;5;3;4;4;2021-12-07;10:37:27;2021-12-07;10:40:34;2;4;4;2;4;2022-01-18;23:39:25;2022-01-18;23:42:12;4;3;4;5;5;2022-03-23;08:40:44;2022-03-23;08:45:08;187;167;264
825125;202112;202201;202202;66;1;2;0;0;0;1;0; ;2; ;2; ;2;5;4;4;4;3;2;3;3;1;3;4;5;4;3;3;3;3;3;3;3;3;3;2;4;4;3;-9;8;5;6;8;7;6;6;1;1;1;2;2;1;1;-9; ;50;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9;-9;-9;-9;-9;-9;-9;-9;-9; ;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;-9;5;4;4;3;4;3;2;4;2;2;4;2;4;4;3;3;3;3;3;2;3;4;3;3;3;3;4;4;3;3;2;3;3;4;4;3;3;2;2;1;1;3;3;2;1;1;2;1;3;2;5;5;2021-12-06;12:39:51;2021-12-06;12:46:32;1;4;1;1;4;2022-01-10;14:29:29;2022-01-10;14:32:36;1;4;1;1;4;2022-02-08;09:33:13;2022-02-08;09:47:30;401;187;857
825146;202112;202201;202202;81;2;2;1;0;1;0;0; ;1;4;1;4;1;4;6;8;8;6;6;6;4;8;6;6;7;9;7;7;7;-9;4;6;7;8;6;7;6;4;9;5;7;8;9;7;7;6;-9;2;2;1;1;1;2;1;7; ;100; ; ; ;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;1;0;1;0;0;0;0;0; ;4;7;0;4;5;9;8;0;7;7;8;2;6;3;3;4;6;6;8;0;4;7;9;9;0;8;8;9;2;7;4;6;4;6;1;7; ;1; ; ; ;1;7; ;1;5;4;4;2;2;3;4;5;2;2;5;1;5;5;5;3;3;5;2;2;5;3;4;1;4;5;5;4;4;3;2;5;3;4;4;4;2;2;1;1;1;4;3;3;1;1;1;3;5;4;5;3;2021-12-14;16:50:40;2021-12-14;17:02:01;1;5;1;3;5;2022-01-12;16:23:11;2022-01-12;16:37:10;4;5;4;4;3;2022-02-17;16:52:05;2022-02-17;17:07:58;681;839;953
825155;202112;202201;202202;72;1;3;1;0;0;0;0; ;2;1;1;2;2;4;4;4;5;3;3;2;3;4;4;5;6;7;6;6;6;5;5;5;5;5;5;4;4;3;5;-9;-9;-9;-9;-9;-9;-9;-9;1;1;1;2;2;1;1;6; ;100;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0; ;4;2;2;2;7;2;2;0;1;0;-9;-9;0;-9;2;-9;-9;5;-9;0;-9;6;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;6; ;3; ; ; ;2; ; ;3;4;4;4;5;3;1;4;3;3;4;4;2;3;3;3;2;1;2;4;3;3;4;3;3;3;4;3;4;3;4;3;3;3;4;4;4;3;2;2;2;2;4;2;4;2;3;3;3;4;3;2;3;2021-12-09;10:37:22;2021-12-09;10:45:59;3;4;2;3;4;2022-01-08;10:17:21;2022-01-08;10:25:18;1;5;3;4;5;2022-02-10;16:48:33;2022-02-10;17:05:13;517;477;1000
825186;202112;202201;202202;56;1;1;-9;-9;-9;-9;-9; ;-9;4;3;1;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;6;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;6;1;1;1;2;2;1;2; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9;-9;-9;-9;-9;-9;-9;-9;-9; ;-9;-9;10;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;10;5;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;-9;5;-9;-9;-9;3;2;4;3;4;3;2;2;3;3;3;1;1;1;3;1;1;3;3;2;4;4;3;3;4;3;3;4;4;3;2;2;1;3;3;2;1;3;3;3;2;3;2;1;5;5;5;5;2021-12-07;21:43:18;2021-12-07;21:45:41;1;5;5;5;5;2022-01-13;19:10:01;2022-01-13;19:12:07;1;5;5;5;5;2022-02-14;21:35:33;2022-02-14;21:41:59;143;126;386
825198;202112;202201;202202;68;2;2;1;1;0;0;0; ;1;3;3;2;2;2;4;4;3;3;4;2;4;4;7;6;6;7;5;4;8;5;3;5;5;5;4;4;3;6;4;7;7;5;6;6;3;7;5;2;1;1;2;1;2;1;6; ;100; ; ; ;0;0;0;0;75;0;0;0;10;0;0;0;0;0;10;5;0;0;0;0;0; ;0;0;0;0;0;0;1;0;0; ;4;2;4;5;8;6;5;4;8;5;3;6;5;3;6;7;2;4;0;5;6;8;5;4;3;5;6;5;7;5;5;5;7;2;1;6; ;2; ; ; ;1;6; ;4;5;3;4;5;4;2;3;5;2;2;3;1;4;3;3;4;1;4;3;3;4;3;3;1;4;5;4;3;4;2;1;3;3;3;4;3;2;2;2;1;1;5;3;3;1;1;1;1;5;5;4;4;2021-12-06;14:51:37;2021-12-06;14:55:29;1;5;5;5;5;2022-01-03;13:03:57;2022-01-03;13:10:02;1;5;5;5;5;2022-02-07;15:46:27;2022-02-07;15:51:47;232;365;320
825204;202112;202201;202202;29;2;4;0;1;0;0;0; ;1;2;1;2;2;8;8;9;7;5;4;6;6;3;7;8;8;9;4;8;5;3;8;7;8;5;3;3;5;5;4;6;8;8;8;6;8;8;5;1;1;2;2;1;2;1;8; ;100; ; ; ;10;0;0;20;0;0;0;0;0;50;0;0;20;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;7;3;2;7;4;4;4;0;2;8;6;7;8;0;3;7;0;7;0;0;4;1;5;4;0;6;10;3;5;10;0;4;6;0;2; ; ; ;2; ; ;2; ; ;7;3;3;4;2;4;1;3;3;2;4;4;2;2;4;2;4;1;4;4;2;2;4;4;4;2;3;2;1;2;3;2;4;2;4;5;4;3;2;2;1;1;4;1;4;1;2;1;3;4;3;3;2;2021-12-26;11:45:47;2021-12-26;11:48:00;1;3;1;2;2;2022-01-24;13:23:04;2022-01-24;13:27:52;1;3;4;4;4;2022-02-21;20:52:23;2022-02-21;20:57:02;133;288;279
825210;202201;202201;-9;35;2;2;1;1;0;0;0; ;2;1;1;2;2;2;2;3;4;2;2;2;2;2;7;8;7;6;2;2;7;7;2;2;3;4;2;2;2;2;2;7;7;7;7;7;7;7;8;1;1;1;2;2;2;1;2; ;90; ; ; ; ; ;90; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;2;-9;8;-9;-9;3;-9;-9;6;-9;-9;-9;-9;-9;-9;-9;-9;2;2;9;6;-9;-9;3;3;-9;-9;-9;-9;-9;-9;-9;-9;0;2; ; ; ;1;2; ;2; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;2022-01-12;21:12:23;2022-01-12;21:15:49;3;3;3;3;3;2022-01-12;21:15:55;2022-01-12;21:19:46; ; ; ; ; ; ; ; ; ;206;231; 
825240;202112;202201;202202;50;1;1;1;1;0;0;0; ;1;4;1;4;1;2;0;6;9;1;1;0;6;7;5;7;7;9;7;6;7;6;2;0;6;9;2;1;0;6;6;5;7;7;9;6;6;7;6;1;1;2;1;1;2;1;2; ;100;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;3;5;2;1;7;4;6;2;7;3;4;3;3;2;-9;6;-9;2;2;3;2;8;6;4;2;-9;2;-9;-9;2;2;-9;6;2;2; ; ; ;1;16; ;2; ; ;6;4;3;4;5;1;3;2;5;3;1;3;1;4;4;3;4;1;5;4;3;4;4;2;3;3;5;3;4;4;4;3;3;2;4;4;2;4;1;1;1;1;3;2;1;1;1;1;1;5;4;5;5;2021-12-21;10:21:17;2021-12-21;10:30:47;1;5;4;5;5;2022-01-03;19:21:12;2022-01-03;19:32:02;1;5;5;5;5;2022-02-07;12:31:22;2022-02-07;12:45:47;570;650;865
825241;202112;-9;202203;-9;-9;3;0;0;0;1;0; ;2; ;3; ;3;-9;-9;-9;5;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;5;5;-9;-9;-9;5;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;5;5;1;1;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;-9;-9;-9;2;1;4;1;5;5;3;3;3;3;3;3;3;3;4;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;1;5;1;3;5;2021-12-22;09:08:35;2021-12-22;09:12:15; ; ; ; ; ; ; ; ; ;1;5;1;5;5;2022-03-29;19:26:11;2022-03-29;19:32:41;220; ;390
825262;202112;202201;202202;72;1;3;1;0;1;0;0; ;1;2;1;2;2;7;7;7;7;6;6;6;7;7;7;7;8;7;7;6;8;6;6;6;7;7;6;6;6;6;7;7;7;8;7;7;6;8;7;2;1;2;2;1;2;1;4; ;99;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;6;7;1;6;3;6;6;0;3;6;6;3;5;3;3;3;2;6;7;1;6;5;5;5;0;4;6;7;3;6;3;4;4;3;2; ; ; ;1;4; ;2; ; ;4;4;4;3;2;4;1;2;4;3;2;3;2;4;4;4;3;4;4;3;2;4;3;2;2;3;4;4;4;3;2;2;2;2;4;4;2;3;2;2;2;1;3;2;2;2;2;2;3;2;2;1;2;2021-12-20;12:50:29;2021-12-20;12:55:32;3;3;2;2;2;2022-01-18;14:06:54;2022-01-18;14:13:45;3;3;2;2;2;2022-02-14;11:01:57;2022-02-14;11:10:13;303;411;496
825271;202112;202201;202202;85;2;3;1;0;1;0;0; ;1;2;1;3;2;6;7;7;6;5;5;6;6;5;7;8;8;7;6;7;7;6;7;6;8;7;6;7;6;7;6;6;7;8;7;7;8;7;6;2;1;2;2;2;1;1;3; ;90; ; ; ;20;10;15;40; ;10; ; ; ;5; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;7;5;3;8;4;5;4;3;4;5;-9;-9;-9;-9;-9;-9;-9;6;7;4;7;5;4;3;3;4;5;-9;-9;-9;-9;-9;-9;1;1;3; ;2; ; ; ;2; ; ;7;3;3;4;1;1;4;3;4;3;3;5;4;4;3;4;3;2;3;4;3;4;4;3;3;2;3;4;4;3;3;3;3;3;4;3;4;4;3;2;2;1;6;4;4;3;3;2;4;3;3;3;3;2021-12-10;21:36:15;2021-12-10;21:47:02;3;2;3;4;3;2022-01-13;17:07:22;2022-01-13;18:36:31;4;3;3;4;3;2022-02-08;18:12:46;2022-02-14;22:07:49;647;5349;532503
825302;202112;202201;202202;82;1;3;1;0;1;0;0; ;1;3;1;3;2;7;8;9;7;7;6;6;6;7;7;8;9;9;9;8;9;7;7;7;8;7;7;7;7;7;8;7;8;8;7;6;6;6;7;1;1;1;2;1;1;1;1; ;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;9;7;6;6;6;6;5;0;4;6;5;1;5;1;5;5;0;8;7;6;7;6;6;5;0;4;4;4;7;6;1;4;4;0;2; ; ; ;1;1; ;2; ; ;7;5;3;4;4;1;3;4;3;3;4;4;2;4;3;3;3;2;2;5;3;3;4;2;2;4;5;5;4;4;3;2;3;3;4;4;4;4;3;2;2;1;3;3;4;3;3;2;3;3;2;2;3;2021-12-09;14:01:46;2021-12-09;14:09:14;2;4;2;3;3;2022-01-07;15:17:18;2022-01-07;15:23:09;3;4;4;3;3;2022-02-11;15:56:23;2022-02-11;16:03:17;448;351;414
825329;202112;202201;202202;86;1;3;1;0;1;0;0; ;2;3;1;3;2;6;6;7;7;6;6;7;7;7;7;7;7;8;7;7;7;6;6;6;6;7;6;6;7;7;6;7;7;7;7;6;6;7;6;2;2;2;2;1;1;1;3; ;100;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;8;7;1;9;2;4;1;0;1;5;1;1;2;1;2;4;0;8;6;2;8;7;5;4;0;1;2;1;2;1;1;1;5;0;2; ; ; ;1;3; ;2; ; ;7;3;3;4;3;4;1;3;4;3;3;3;2;4;4;3;4;2;3;3;3;4;4;3;4;4;4;4;4;3;3;3;4;2;4;4;4;4;2;2;1;1;4;3;4;2;2;2;1;4;3;4;4;2021-12-06;17:38:45;2021-12-06;17:47:14;2;4;4;4;4;2022-01-05;10:18:51;2022-01-05;10:28:26;1;4;3;4;4;2022-02-07;16:15:38;2022-02-07;16:37:13;509;575;1295
825341;202112;202201;-9;16;1;2;1;1;0;0;0; ;1;2;1;2;2;2;2;10;9;1;3;-9;-9;7;10;6;8;10;7;7;10;5;1;2;9;9;2;3;9;10;6;10;4;5;9;9;8;9;7;2;1;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;5;7;0;7;4;7;8;0;4;6;9;6;6;-9;6;5;-9;5;7;0;7;-9;-9;8;0;-9;7;-9;6;-9;7;-9;-9;4;2; ; ; ;1;15; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;3;3;3;2021-12-20;15:31:07;2021-12-20;15:36:12;1;5;3;3;3;2022-01-24;21:13:52;2022-01-24;21:22:01; ; ; ; ; ; ; ; ; ;305;489; 
825354;202112;202201;202202;61;2;2;0;1;0;0;0; ;2;1;2;1;2;3;3;4;6;3;3;2;4;2;8;7;7;8;7;4;5;5;3;3;5;6;3;3;2;3;3;7;7;7;7;6;4;6;6;1;1;1;2;2;1;1;2; ;50; ; ; ;25;0;50;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;7;3;7;7;3;3;4;3;2;3;2;1;2;2;3;2;1;6;3;7;7;3;3;3;3;2;3;3;3;3;3;3;2;1;2; ; ; ;2; ; ;2; ; ;7;5;3;4;4;3;4;1;2;3;3;4;2;3;3;4;4;2;3;4;2;2;4;2;2;2;4;4;2;3;2;2;2;2;4;4;4;2;2;2;2;2;3;2;2;2;2;2;3;3;4;5;5;2021-12-09;16:05:13;2021-12-09;16:10:01;3;4;4;5;5;2022-01-05;15:40:59;2022-01-05;15:44:56;2;4;4;5;5;2022-02-08;21:54:44;2022-02-08;22:01:12;288;237;388
825369;202112;202201;202202;32;2;4;0;0;1;0;0; ;2;3;3;3;2;3;6;5;8;8;8;9;8;8;3;5;8;8;7;9;8;7;3;7;8;8;8;9;10;9;7;4;6;7;9;8;7;8;7;1;1;2;2;2;2;1;1; ;100; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;10;-9;5;9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;10;-9;9;10;-9;-9;8;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;2; ; ; ;1;1; ;2; ; ;9;4;4;4;4;4;3;2;4;4;4;4;4;4;3;5;4;3;4;4;4;4;3;4;4;4;4;4;5;2;3;5;3;2;3;3;3;2;3;2;3;3;2;4;4;4;2;2;3;3;4;5;4;2021-12-06;13:07:27;2021-12-06;13:09:03;5;4;5;5;5;2022-01-03;21:21:31;2022-01-03;21:24:14;4;4;4;4;4;2022-02-07;19:45:55;2022-02-07;19:47:14;96;163;79
825381;202112;202201;202202;41;1;4;1;1;0;0;0; ;1;2;2;2;2;7;7;7;7;6;6;6;8;5;7;8;8;8;7;8;8;8;7;7;7;7;6;6;6;8;5;7;8;8;8;7;7;7;7;2;2;1;2;1;2;1;1; ;95;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;6;0;7;6;6;6;1;8;4;6;5;6;1;6;7;3;7;3;4;5;7;4;4;1;8;7;5;5;6;2;4;4;3;2; ; ; ;2; ; ;2; ; ;7;5;3;2;3;1;4;3;4;2;2;4;2;3;4;4;2;2;3;3;2;4;4;3;2;4;4;4;4;4;2;2;3;3;4;4;3;3;2;2;2;1;4;3;2;4;2;2;2;4;3;3;3;2021-12-20;20:38:25;2021-12-20;20:41:20;2;3;3;3;3;2022-01-17;20:56:49;2022-01-17;21:00:11;4;3;3;3;3;2022-02-27;16:15:16;2022-02-27;16:18:28;175;202;192
825451;202112;202201;202202;78;2;4;1;1;1;0;0; ;1;4;1;4;1;8;8;9;9;8;7;8;9;6;8;8;8;9;9;8;8;8;8;8;9;8;8;7;8;8;6;8;8;8;9;9;8;8;8;2;2;2;1;1;2;1;3; ;100; ; ; ; ; ; ;80; ; ; ; ; ;20; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;1;0;0;0;0;0; ;7;6;3;9;6;6;6;0;5;9;0;0;8;0;5;5;0;7;6;5;7;5;5;5;0;5;8;5;4;8;5;5;5;4;1;3; ;2; ; ; ;2; ; ;8;1;4;4;1;4;1;3;3;4;4;4;2;3;3;4;3;3;4;3;3;4;4;3;4;2;3;3;4;3;3;3;4;3;4;4;4;3;3;2;2;1;3;2;4;2;2;2;1;5;4;4;4;2021-12-27;21:34:27;2021-12-27;21:38:38;1;5;4;4;4;2022-01-25;10:29:56;2022-01-25;10:35:53;1;5;4;4;4;2022-02-28;16:41:56;2022-02-28;16:48:53;251;357;417
825482;202112;202201;202202;52;1;5;0;0;0;1;0; ;3; ;3; ;3;0;0;0;4;0;0;0;0;0;6;8;8;0;0;0;8;8;0;0;0;6;0;0;0;0;0;6;8;8;0;0;0;8;8;1;1;1;2;2;1;1;11; ;100;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;3;0;4;6;2;3;0;5;3;7;0;6;10;0;1;6;0;5;0;4;7;4;4;0;0;3;6;0;5;10;2;1;6;0;2; ; ; ;1;11; ;2; ; ;10;1;3;3;5;3;1;4;1;5;5;2;4;3;3;4;3;3;4;3;2;3;4;3;5;1;1;1;3;3;3;3;3;3;3;4;4;3;3;3;2;2;3;2;4;2;3;3;1;5;1;1;3;2021-12-07;14:43:17;2021-12-07;14:45:46;1;5;1;1;3;2022-01-18;09:03:08;2022-01-18;09:06:24;1;2;1;3;3;2022-02-21;11:04:34;2022-02-21;11:08:58;149;196;264
