nomem_encr;cv23o_m1;cv23o_m2;cv23o_m3;cv23o160;cv23o242;cv23o001;cv23o002;cv23o003;cv23o335;cv23o166;cv23o336;cv23o006;cv23o167;cv23o168;cv23o008;cv23o009;cv23o010;cv23o011;cv23o012;cv23o013;cv23o014;cv23o015;cv23o016;cv23o017;cv23o018;cv23o019;cv23o020;cv23o021;cv23o022;cv23o023;cv23o024;cv23o025;cv23o026;cv23o027;cv23o028;cv23o029;cv23o030;cv23o031;cv23o032;cv23o033;cv23o034;cv23o035;cv23o036;cv23o037;cv23o038;cv23o039;cv23o040;cv23o041;cv23o042;cv23o043;cv23o044;cv23o045;cv23o046;cv23o047;cv23o048;cv23o049;cv23o050;cv23o051;cv23o052;cv23o053;cv23o307;cv23o208;cv23o243;cv23o308;cv23o210;cv23o245;cv23o246;cv23o251;cv23o248;cv23o250;cv23o249;cv23o247;cv23o253;cv23o304;cv23o255;cv23o252;cv23o321;cv23o322;cv23o254;cv23o257;cv23o256;cv23o323;cv23o324;cv23o260;cv23o259;cv23o261;cv23o262;cv23o263;cv23o065;cv23o066;cv23o067;cv23o068;cv23o069;cv23o070;cv23o071;cv23o072;cv23o073;cv23o075;cv23o211;cv23o216;cv23o213;cv23o215;cv23o214;cv23o212;cv23o218;cv23o305;cv23o220;cv23o217;cv23o325;cv23o326;cv23o219;cv23o264;cv23o221;cv23o327;cv23o328;cv23o222;cv23o318;cv23o224;cv23o317;cv23o225;cv23o337;cv23o240;cv23o306;cv23o315;cv23o338;cv23o331;cv23o332;cv23o230;cv23o320;cv23o330;cv23o333;cv23o334;cv23o199;cv23o309;cv23o234;cv23o205;cv23o200;cv23o310;cv23o236;cv23o098;cv23o311;cv23o238;cv23o101;cv23o102;cv23o103;cv23o104;cv23o105;cv23o106;cv23o107;cv23o108;cv23o109;cv23o110;cv23o111;cv23o112;cv23o113;cv23o114;cv23o115;cv23o116;cv23o117;cv23o118;cv23o119;cv23o120;cv23o121;cv23o122;cv23o123;cv23o124;cv23o125;cv23o126;cv23o127;cv23o128;cv23o129;cv23o130;cv23o131;cv23o132;cv23o133;cv23o134;cv23o139;cv23o140;cv23o141;cv23o142;cv23o143;cv23o144;cv23o145;cv23o146;cv23o147;cv23o148;cv23o151;cv23o152;cv23o153;cv23o154;cv23o274;cv23o275;cv23o276;cv23o277;cv23o278;cv23o289;cv23o290;cv23o291;cv23o292;cv23o279;cv23o280;cv23o281;cv23o282;cv23o283;cv23o293;cv23o294;cv23o295;cv23o296;cv23o284;cv23o285;cv23o286;cv23o287;cv23o288;cv23o297;cv23o298;cv23o299;cv23o300;cv23o301;cv23o302;cv23o303
832088;202212;202301;202302;60;1;1;1;1;1;0;0;0;0; ;1;3;2;3;1;1;1;3;9;0;1;0;3;0;9;9;9;9;5;7;9;9;1;1;4;9;0;4;0;3;0;9;9;6;9;6;3;9;9;1;1;1;1;1;2;1;2; ;100;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0; ;0;0;9;0;5;0;0;0;1;0;0;0;0;0;3;9;0;0;0;9;5;5;0;0;0;2;1;0;2;2;0;1;9;0;1;2; ;2; ; ; ;2; ; ;7;5;5;5;5;4;2;1;5;1;1;5;1;5;5;3;5;1;3;5;1;3;1;1;1;5;5;3;3;2;4;4;4;2;5;5;5;3;1;1;1;1;5;1;1;1;1;1;1;5;1;5;5;05-12-2022;16:33:50;05-12-2022;16:36:40;1;5;1;5;5;02-01-2023;12:52:10;02-01-2023;12:55:29;1;5;1;5;5;06-02-2023;17:29:46;06-02-2023;17:33:45;170;199;239
832089;202212;-9;202302;-9;-9;4;0;0;1;0;0;0;0; ;2;2;3;2;3;8;8;7;8;7;7;8;5;5;8;7;7;5;6;5;7;5;7;7;6;7;7;7;7;6;6;7;7;7;6;6;6;7;6;2;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4;3;3;3;4;2;5;1;1;3;1;4;4;5;3;4;4;3;1;3;4;1;1;5;5;4;5;5;4;3;3;4;4;4;3;1;2;2;2;1;6;6;2;2;3;1;3;4;3;2;4;24-12-2022;14:42:14;24-12-2022;14:45:55; ; ; ; ; ; ; ; ; ;1;5;4;4;4;25-02-2023;12:48:48;25-02-2023;12:54:41;221; ;353
832101;202212;202301;202302;72;2;3;1;0;0;1;0;0;0; ;1;4;2;4;2;7;7;8;8;7;7;-9;-9;7;8;8;8;-9;8;8;8;-9;7;7;8;8;7;7;-9;-9;7;8;8;8;-9;7;8;8;7;1;1;1;2;2;1;1;3; ;100; ; ; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;7;7;0;8;7;7;6;0;1;7;6;5;1;0;2;4;4;7;7;0;7;7;7;7;0;4;7;-9;2;2;4;-9;6;1;2; ; ; ;2; ; ;2; ; ;7;5;3;2;3;4;1;3;4;2;3;2;1;4;3;3;4;3;4;3;2;4;3;3;2;3;4;2;4;4;2;1;2;2;2;4;3;2;2;2;2;1;3;2;2;1;2;1;1;4;4;4;4;06-12-2022;14:10:23;06-12-2022;14:17:53;1;4;4;4;4;13-01-2023;14:44:03;13-01-2023;14:53:18;1;5;4;4;4;08-02-2023;16:39:27;08-02-2023;16:50:47;450;555;680
832113;202212;202301;202302;69;1;4;1;1;1;1;0;0;0; ;1;4;1;4;1;8;8;7;6;5;8;8;9;6;9;9;10;10;7;9;7;5;6;6;5;4;4;6;7;8;6;9;10;10;10;6;8;6;5;1;1;1;1;1;2;3; ; ;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;8;7;1;4;7;6;6;1;5;2;1;1;4;2;4;3;1;9;4;1;5;7;5;5;0;3;2;1;3;5;1;-9;2;0;2; ; ; ;1;6; ;2; ; ;2;3;4;4;1;4;1;2;4;3;1;5;1;5;4;5;3;2;3;2;2;4;4;2;2;4;5;5;5;4;1;1;2;2;5;4;4;4;1;1;1;1;4;4;3;1;2;5;1;5;3;3;3;29-12-2022;17:32:14;29-12-2022;17:53:30;1;5;3;3;3;30-01-2023;19:29:39;30-01-2023;19:38:12;1;5;3;3;3;09-02-2023;14:57:51;09-02-2023;15:09:10;1276;513;679
832144;202212;202301;202302;72;1;2;1;1;0;0;0;0;0; ;2;1;2;1;3;5;5;5;7;5;4;5;7;3;8;9;9;9;6;6;7;7;5;5;5;7;5;5;6;7;3;8;9;9;9;6;7;7;7;2;2;1;2;2;1;1;3; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;6;6;0;7;4;6;6;0;3;3;3;3;3;3;8;5;4;8;6;0;7;7;-9;6;0;-9;5;-9;6;4;5;-9;7;3;2; ; ; ;1;10; ;2; ; ;4;5;5;2;3;1;4;3;5;1;3;1;1;3;3;4;4;2;4;3;3;4;4;3;1;4;5;1;5;5;1;1;1;1;3;4;1;2;2;2;2;2;4;1;4;1;4;1;1;5;1;1;3;24-12-2022;12:06:49;24-12-2022;12:11:04;2;4;1;1;3;02-01-2023;16:21:16;02-01-2023;16:27:43;1;5;1;1;3;07-02-2023;21:56:27;07-02-2023;22:07:27;255;387;660
832166;202212;202301;202302;37;2;3;1;0;0;1;0;0;0; ;2;2;2;2;2;5;5;5;5;5;5;5;5;5;5;7;7;7;7;7;7;7;5;5;5;5;5;5;5;5;5;5;5;7;7;5;5;5;5;2;2;2;1;1;1;1;9; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;0;0;0;0;0;0;0;0;1; ;6;5;6;7;6;6;6;6;8;7;5;-9;6;-9;-9;6;-9;7;7;5;-9;5;-9;6;-9;-9;-9;-9;-9;7;-9;-9;6;4;1;14;partij voor de dieren;2; ; ; ;2; ; ;5;3;5;3;3;2;3;1;3;3;3;4;3;4;4;4;4;4;4;2;2;4;5;2;3;3;3;3;3;3;2;2;4;3;4;4;4;2;2;2;2;2;4;4;2;2;2;2;1;5;5;5;5;22-12-2022;13:14:10;22-12-2022;13:17:00;1;5;5;5;5;12-01-2023;16:01:39;12-01-2023;16:06:56;1;5;5;5;5;17-02-2023;18:43:27;17-02-2023;18:50:28;170;317;421
832170;202212;202301;202302;60;1;2;1;1;0;1;0;0;0; ;1;4;1;4;2;4;5;7;7;3;4;4;6;6;7;7;7;8;5;7;8;7;4;5;7;7;3;3;3;6;7;7;7;7;8;4;7;8;6;2;2;1;1;1;2;1;10; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;1;5;0;4;6;5;5;0;6;5;0;0;5;0;6;6;2;2;1;1;3;6;4;5;0;-9;5;-9;0;3;0;-9;6;0;2; ; ; ;1;6; ;2; ; ;3;5;5;4;3;1;3;2;3;4;4;4;2;4;4;3;4;1;4;4;3;2;4;2;2;2;5;5;4;4;4;2;5;1;4;4;3;4;2;2;2;2;3;6;2;1;1;1;1;5;5;5;5;19-12-2022;19:23:59;19-12-2022;19:28:38;5;5;5;3;3;06-01-2023;15:12:28;06-01-2023;15:19:21;5;5;5;5;5;14-02-2023;18:36:02;14-02-2023;18:44:01;279;413;479
832176;-9;-9;202303;-9;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4;4;4;2;1;4;4;2;1;4;1;4;4;4;3;1;4;3;2;4;3;2;1;5;5;5;3;4;2;2;3;2;4;4;3;2;1;1;1;1;3;3;2;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;4;20-03-2023;12:20:02;20-03-2023;12:26:06; ; ;364
832205;202212;202301;202302;56;1;3;1;1;0;0;0;0;0; ;1;3;1;4;1;6;6;7;7;6;6;6;6;6;7;7;8;8;7;7;7;7;6;6;7;7;6;6;6;6;6;7;7;8;8;7;7;7;7;2;2;2;1;1;2;1;-8; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;5;5;2;5;5;5;5;2;5;5;2;2;2;2;5;5;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;5;4;3;4;3;3;1;4;4;3;4;3;2;3;3;3;2;2;3;4;2;3;4;3;2;3;4;4;3;4;2;2;3;2;4;4;4;3;2;2;2;2;4;3;4;2;2;3;1;5;3;3;3;15-12-2022;21:54:23;15-12-2022;21:57:02;1;5;3;3;3;18-01-2023;12:11:07;18-01-2023;12:15:55;1;5;3;3;3;16-02-2023;11:09:47;16-02-2023;11:33:06;159;288;1399
832259;202212;202301;202302;51;1;2;1;1;0;1;0;0;0; ;2;2;1;1;2;1;1;0;6;1;1;1;-9;-9;-9;7;2;-9;3;4;8;8;1;1;1;7;2;2;-9;-9;4;7;7;6;-9;4;-9;8;8;1;1;1;2;1;1;1;7; ;90;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;2;0;0;6;8;6;5;0;-9;-9;-9;-9;-9;-9;-9;9;-9;6;0;0;4;8;-9;-9;2;-9;-9;-9;-9;-9;-9;-9;9;1;2; ; ; ;1;17; ;2; ; ;2;5;5;3;3;3;1;4;4;2;4;3;1;4;4;3;4;1;3;4;2;4;2;1;1;5;5;2;5;5;3;3;5;3;3;3;3;1;2;2;2;2;5;5;2;2;2;1;2;5;2;3;3;13-12-2022;22:16:54;13-12-2022;22:21:23;3;5;3;1;3;03-01-2023;18:10:55;03-01-2023;18:15:05;1;5;1;5;4;10-02-2023;18:52:54;10-02-2023;18:58:50;269;250;356
832271;202212;202301;202302;41;1;3;1;1;0;1;1;0;0; ;1;2;1;4;2;7;8;9;8;6;6;5;7;6;8;8;7;9;6;7;8;7;7;8;8;8;6;6;4;6;6;7;7;7;9;8;8;7;8;2;1;2;2;1;2;1;3; ;100;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;0;1;0;0; ;7;8;5;7;5;5;5;1;6;8;8;6;5;2;6;6;1;8;5;6;5;5;8;6;1;6;9;8;7;7;6;-9;7;1;2; ; ; ;1;15; ;2; ; ;6;5;3;3;3;2;4;3;5;2;2;3;2;3;3;4;4;2;4;2;4;4;2;2;1;4;5;4;5;5;2;5;1;5;4;2;4;2;1;1;1;1;4;2;2;2;4;1;2;4;3;4;4;22-12-2022;15:26:24;19-01-2023;13:35:08;1;5;3;4;4;19-01-2023;13:24:15;19-01-2023;13:30:22;1;5;4;4;4;09-02-2023;17:05:28;09-02-2023;17:12:40;2412524;367;432
832281;202212;202301;202302;68;2;1;1;0;0;1;0;0;0; ;1;3;1;4;1;3;0;4;2;0;0;0;2;1;4;5;6;6;3;5;7;7;2;0;1;2;0;0;0;0;1;6;6;8;5;3;5;7;7;1;1;1;2;1;2;1;2; ;90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;100; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;5;1;6;2;0;1;0;0;3;0;1;0;0;0;3;8;0;4;0;2;2;2;1;0;0;0;1;0;1;0;0;1;7;0;2; ; ; ;1;17; ;2; ; ;6;3;3;4;5;3;1;2;5;3;2;4;2;3;3;2;2;1;1;5;2;3;4;3;2;4;4;3;3;3;2;1;2;3;3;4;4;3;2;2;1;1;2;1;2;1;2;1;1;4;1;4;4;12-12-2022;22:17:39;12-12-2022;22:23:30;1;4;2;4;4;14-01-2023;19:59:51;14-01-2023;20:05:57;1;4;2;4;4;20-02-2023;15:35:34;20-02-2023;15:45:05;351;366;571
832291;202212;202301;202302;31;1;2;0;0;0;0;0;1;0; ;2; ;2; ;2;3;-9;2;1;3;2;4;-9;1;3;4;6;10;2;2;6;4;4;5;4;1;3;4;-9;-9;2;2;3;5;7;3;5;4;7;2;2;2;1;2;2;1;9; ;99;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;1;7;0;5;7;5;8;0;10;6;-9;-9;2;-9;-9;-9;-9;1;1;2;-9;-9;-9;2;1;-9;-9;-9;1;-9;-9;-9;-9;3;2; ; ; ;1;9; ;2; ; ;-9;5;5;-9;-9;3;4;2;3;3;3;3;2;3;3;5;3;3;4;2;2;3;3;4;2;3;5;5;4;3;2;4;3;2;3;4;3;2;2;2;1;1;6;5;3;2;2;2;4;4;5;5;3;18-12-2022;13:24:57;18-12-2022;13:43:05;2;5;5;5;4;31-01-2023;16:14:00;31-01-2023;16:28:38;5;4;5;4;2;26-02-2023;13:26:16;26-02-2023;14:12:29;1088;878;2773
832296;202212;202301;202302;53;1;3;1;1;0;1;0;0;0; ;2;3;2;2;2;6;5;6;7;5;5;4;7;7;7;7;8;8;6;6;7;6;6;6;6;7;5;5;4;7;7;7;7;7;7;6;6;6;6;1;1;1;2;2;1;1;3; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;6;6;2;6;6;6;6;0;5;6;4;5;6;3;2;5;1;5;5;2;6;6;5;5;0;5;7;3;6;6;3;3;6;1;2; ; ; ;1;3; ;2; ; ;4;5;4;3;3;4;1;3;5;1;1;4;1;4;4;4;3;3;3;3;2;3;3;1;1;4;5;3;4;5;3;1;1;4;3;3;3;2;1;1;1;1;3;2;2;1;3;1;3;4;3;3;3;21-12-2022;08:42:02;21-12-2022;08:45:17;2;4;4;3;3;29-01-2023;10:03:19;29-01-2023;10:08:07;2;4;3;4;4;14-02-2023;19:03:10;14-02-2023;19:08:25;195;288;315
832302;202212;202301;202302;84;1;2;1;0;0;1;0;0;0; ;1;4;1;4;1;5;5;5;7;5;5;5;7;10;8;6;7;8;6;5;6;6;5;5;5;6;5;5;5;6;4;7;6;7;8;5;5;7;7;2;1;1;2;1;1;1;3; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;0;0;4;6;6;1;0;0;5;7;7;5;5;5;5;-9;0;0;2;2;6;5;3;0;-9;6;5;5;4;5;-9;6;0;2; ; ; ;2; ; ;2; ; ;5;5;3;4;3;1;3;2;4;3;4;3;3;4;3;3;4;2;4;5;3;3;4;3;3;2;4;3;4;2;4;3;4;3;4;4;4;4;3;3;2;2;5;5;3;2;2;2;1;5;5;5;3;07-12-2022;09:50:31;07-12-2022;09:56:25;1;5;5;3;3;02-01-2023;14:07:07;02-01-2023;14:13:28;1;5;4;5;5;07-02-2023;22:50:11;07-02-2023;22:57:35;354;381;444
832305;202212;202301;202302;80;1;3;1;0;0;0;0;0;0; ;2;2;2;2;3;6;8;7;7;7;8;4;4;8;6;6;7;6;7;7;7;0;5;6;5;5;4;6;3;3;9;7;5;5;5;6;7;7;0;1;2;1;2;1;2;1;7; ;100;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;2;3;0;1;5;8;7;0;0;0;0;0;0;0;0;0;0;4;3;0;2;3;2;3;0;2;0;0;0;1;0;0;1;0;2; ; ; ;1;7; ;2; ; ;3;5;3;3;3;4;1;3;4;3;4;4;2;3;3;4;3;2;4;3;3;3;4;3;1;3;4;2;4;4;1;1;3;1;4;3;1;3;3;3;2;1;3;1;1;1;3;1;1;3;1;1;4;20-12-2022;20:36:06;20-12-2022;20:44:09;1;4;1;3;4;23-01-2023;10:55:00;23-01-2023;11:03:02;1;5;1;2;4;22-02-2023;20:21:35;22-02-2023;20:34:35;483;482;780
832333;-9;202301;202302;63;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8; ;95; ; ; ; ; ; ;20; ; ; ; ; ;60; ;10; ; ; ;10; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;4;2;5;6;6;5;4;0;2;7;5;6;6;3;1;7;2;5;4;5;5;5;5;5;0;3;7;6;6;6;4;4;7;2;2; ; ; ;1;8; ;2; ; ;6;4;3;4;3;1;4;3;2;3;4;3;3;3;3;2;5;2;4;4;2;4;4;3;3;2;4;3;3;3;3;2;3;3;4;3;3;3;2;2;2;2;3;2;3;2;2;2; ; ; ; ; ; ; ; ; ;4;3;3;3;3;14-01-2023;16:53:02;14-01-2023;16:59:07;4;3;3;3;3;06-02-2023;21:53:18;06-02-2023;21:59:26; ;365;368
832356;202212;202301;202302;35;2;3;0;1;0;0;0;0;0; ;2;2;2;2;2;6;7;7;6;6;7;7;8;7;6;7;7;8;4;8;8;8;6;8;7;6;6;7;7;-9;7;7;7;7;8;5;8;8;8;2;2;2;2;1;2;1;5; ;100; ; ; ; ; ; ; ; ;20;80; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;3;6;0;4;6;8;8;0;8;5;7;1;0;5;2;1;7;3;4;1;3;7;-9;6;0;-9;5;7;1;0;-9;-9;2;6;2; ; ; ;1;5; ;2; ; ;2;5;5;3;2;1;4;3;5;1;1;2;1;4;4;5;2;4;5;1;2;5;2;1;1;3;5;5;4;5;3;2;2;2;4;2;2;1;1;1;1;1;2;2;1;1;1;1;4;4;4;4;4;05-12-2022;18:08:16;05-12-2022;18:11:50;3;4;3;4;4;02-01-2023;13:50:05;02-01-2023;13:54:16;3;4;4;4;4;06-02-2023;18:13:42;06-02-2023;18:19:11;214;251;329
832382;202212;202301;202302;59;1;2;1;1;0;1;0;0;0; ;1;4;1;4;1;3;4;9;9;3;3;3;3;3;9;9;9;9;9;9;9;3;1;3;8;8;3;3;3;3;3;8;8;8;8;8;8;8;2;2;2;2;2;2;2;1;3; ;100;16;Omzigt; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;1;1;1;3;2;2;1;0;1;1;2;2;1;0;0;3;0;1;1;1;3;2;1;1;0;0;1;2;2;2;1;1;3;0;2; ; ; ;1;17; ;2; ; ;5;4;2;4;4;4;1;2;5;1;1;1;1;3;4;4;3;2;4;3;1;4;4;1;1;5;5;1;5;5;3;2;2;2;3;2;4;2;1;1;1;1;2;1;1;5;1;1;1;5;5;5;5;16-12-2022;12:33:52;16-12-2022;12:36:39;1;5;5;5;5;03-01-2023;09:48:52;03-01-2023;09:53:26;1;5;5;5;5;10-02-2023;10:30:01;10-02-2023;10:35:08;167;274;307
832400;202212;202301;202302;42;2;1;0;1;1;0;0;0;0; ;1;4;1;3;1;0;0;2;2;0;2;0;0;0;5;4;3;1;2;0;5;5;0;0;0;2;1;2;2;1;1;5;5;4;2;0;0;6;5;1;1;1;2;1;1;1;11; ;100; ; ; ;0;0;0;0;0;0;0;20;0;0;0;0;50;0;0;30;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;0;0;7;0;3;3;2;6;3;5;4;3;10;6;6;9;5;0;0;6;0;5;0;0;4;6;6;5;6;10;7;6;9;4;1;11; ;1; ; ; ;1;11; ;7;1;5;3;5;3;2;4;4;3;4;2;3;2;2;3;3;2;4;4;2;4;4;1;5;3;2;2;3;2;3;2;4;3;2;4;3;2;2;2;2;2;5;5;4;1;3;2;1;5;5;5;5;05-12-2022;23:17:11;05-12-2022;23:21:51;1;5;1;5;5;02-01-2023;19:44:28;02-01-2023;19:49:58;1;5;3;3;4;06-02-2023;19:24:40;06-02-2023;19:35:51;280;330;671
832403;202212;202301;202302;74;1;2;0;0;0;1;0;0;0; ;1;3;1;4;1;4;4;4;4;3;4;5;4;3;5;5;6;6;7;5;6;3;3;3;5;4;3;2;6;5;4;5;6;6;6;7;6;5;3;1;1;1;2;1;1;1;3; ;100;16;Pieter Omzigt; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;1;0;0; ;4;5;2;6;4;6;5;0;3;6;0;5;6;0;4;3;4;4;4;3;5;4;4;4;0;4;5;5;5;5;0;4;4;2;2; ; ; ;2; ; ;2; ; ;3;1;3;3;1;3;4;2;4;3;3;4;2;4;4;4;4;1;3;3;3;4;3;2;3;3;4;4;3;3;4;3;4;4;4;4;4;3;3;2;2;2;4;4;4;1;3;1;2;3;2;2;3;05-12-2022;16:02:57;05-12-2022;16:06:46;4;4;4;3;4;02-01-2023;13:50:40;02-01-2023;13:54:27;3;3;2;3;3;20-02-2023;19:07:17;20-02-2023;19:12:45;229;227;328
832408;202212;202301;202302;55;1;3;1;1;0;1;0;0;0; ;2;2;3;2;2;7;6;6;8;6;4;6;6;5;-9;7;7;7;7;7;7;6;7;6;6;7;5;4;6;6;6;-9;7;8;6;7;7;7;6;2;1;2;2;1;1;1;8; ;100;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;6;2;7;6;5;4;2;3;8;6;5;7;3;5;6;2;7;6;2;6;7;6;3;1;3;8;6;6;7;3;3;6;1;2; ; ; ;1;8; ;2; ; ;6;2;3;4;3;1;4;2;3;4;3;4;3;3;3;4;2;4;4;3;3;4;3;4;4;2;2;3;3;3;3;3;3;4;3;4;3;2;2;2;2;2;3;1;3;2;2;2;3;5;3;3;3;24-12-2022;16:57:11;24-12-2022;17:00:59;3;4;3;4;4;21-01-2023;21:06:15;21-01-2023;21:11:08;3;3;3;3;3;17-02-2023;23:31:35;17-02-2023;23:42:02;228;293;627
832409;202212;202301;202302;23;2;3;1;1;1;0;0;0;0; ;2;2;2;2;2;6;6;5;6;4;5;5;5;5;7;6;5;6;6;5;5;5;5;5;5;5;6;5;5;5;6;5;5;6;5;6;6;5;6;1;1;1;1;2;1;2; ; ;50; ; ; ;50; ; ; ; ;50; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;6;6;6;6;5;7;5;4;6;5;4;4;4;4;3;4;4;5;3;8;1;3;2;2;4;2;3;3;3;3;3;3;2;2;2; ; ; ;2; ; ;2; ; ;5;5;3;2;3;2;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;1;3;3;3;3;3;3;1;3;2;2;3;06-12-2022;20:06:18;06-12-2022;20:08:56;1;3;1;2;3;10-01-2023;20:34:05;10-01-2023;20:35:52;1;4;3;4;4;12-02-2023;19:55:22;12-02-2023;19:57:01;158;107;99
832445;202301;202301;202302;43;1;3;1;1;0;0;0;0;0; ;1;3;1;3;2;6;7;8;8;5;6;7;8;8;8;9;8;9;6;8;8;5;7;6;8;8;5;6;7;7;8;8;8;8;9;6;8;8;5;2;2;2;2;1;2;1;1; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;5;6;2;5;3;6;6;0;7;6;7;4;3;3;6;6;3;8;5;5;5;3;7;6;0;7;5;8;3;3;3;5;6;3;2; ; ; ;1;1; ;2; ; ;6;5;3;3;1;3;4;1;5;1;1;4;1;4;3;4;3;2;4;3;2;4;4;1;1;3;5;5;4;4;3;3;2;2;4;4;4;2;1;1;1;1;3;3;2;5;1;1;2;4;3;4;4;22-01-2023;12:30:25;22-01-2023;12:34:18;2;4;3;5;4;22-01-2023;12:23:11;22-01-2023;12:29:17;1;4;3;4;4;10-02-2023;19:13:07;10-02-2023;19:19:39;233;366;392
832458;202212;202301;202302;42;1;2;1;1;0;0;0;0;0; ;2;2;2;1;3;4;4;7;7;4;4;7;4;4;7;8;8;8;8;8;8;8;4;4;7;7;7;4;4;4;4;7;8;7;7;7;6;7;7;1;1;2;2;2;1;1;17; ;95;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;4;4;1;6;5;5;3;0;0;0;6;7;5;5;7;7;0;5;2;2;6;5;5;3;0;2;4;3;7;3;1;3;6;0;2; ; ; ;2; ; ;2; ; ;5;5;3;3;3;3;4;1;5;1;1;5;1;3;2;4;2;2;4;2;2;4;4;1;1;5;5;4;5;5;2;1;2;1;2;3;4;2;2;2;1;1;4;4;2;1;2;1;3;5;4;2;2;19-12-2022;15:29:53;19-12-2022;15:33:19;5;5;5;1;1;07-01-2023;14:43:46;07-01-2023;14:50:05;1;5;5;5;5;24-02-2023;19:42:58;24-02-2023;19:48:02;206;379;304
